mu (NibbleArray),,func_771_a,getNibble,"Returns the nibble of data corresponding to the passed in i,j,k. j is at most 6 bits, k is at most 4. ",,,,,,,,,,,
dk (Slot),,func_776_b,putStack,Helper fnct to put a stack in the slot.,,,,,,,,,,,
dk (Slot),,func_777_b,getStack,Helper fnct to get the stack in the slot.,,,,,,,,,,,
Slot,,func_779_d,onSlotChanged,Called when the stack in a Slot changes,DUPLICATE,DUPLICATE,,,,,,,,,
mm (SlotInventory),,func_781_a,isAtCursorPos,Return True if the cursor position passed as argument is inside the slot.,,,,,,,,,,,
v (NoiseGeneratorPerlin),,func_802_a,generateNoise,,,,,,,,,,,,
v (NoiseGeneratorPerlin),,func_803_a,grad,,,,,,,,,,,,
v (NoiseGeneratorPerlin),,func_804_b,lerp,,,,,,,,,,,,
IChunkLoader,,func_811_b,saveExtraData,"Save extra data not associated with any Chunk.  Not saved during autosave, only during world unload.  Currently unused.",DUPLICATE,DUPLICATE,,,,,,,,,
IChunkLoader,,func_812_a,saveChunk,*,DUPLICATE,DUPLICATE,,,,,,,,,
IChunkLoader,,func_813_a,loadChunk,Loads the specified(XZ) chunk into the specified world.,DUPLICATE,DUPLICATE,,,,,,,,,
IChunkLoader,,func_815_b,saveExtraChunkData,"Save extra data associated with this Chunk not normally saved during autosave, only during chunk unload.  Currently unused.",DUPLICATE,DUPLICATE,,,,,,,,,
ChunkLoader,,func_816_a,loadChunkIntoWorldFromCompound,Parses the data in the compound into a Chunk in the specified world.,DUPLICATE,DUPLICATE,,,,,,,,,
ChunkLoader,,func_817_a,chunkFileForXZ,*,DUPLICATE,DUPLICATE,,,,,,,,,
ChunkLoader,,func_818_a,storeChunkInCompound,Stores the chunk into the supplied Compound. (could even be private static),DUPLICATE,DUPLICATE,,,,,,,,,
lb (NetHandler),,func_819_a,handlePlace,,,,,,,,,,,,
lb (NetHandler),,func_820_a,handleNamedEntitySpawn,,,,,,,,,,,,
lb (NetHandler),,func_821_a,handleBlockDig,,,,,,,,,,,,
lb (NetHandler),,func_822_a,handleBlockChange,,,,,,,,,,,,
lb (NetHandler),,func_823_a,handleErrorMessage,,,,,,,,,,,,
lb (NetHandler),,func_824_a,handleMultiBlockChange,,,,,,,,,,,,
lb (NetHandler),,func_825_a,handleArmAnimation,,,,,,,,,,,,
lb (NetHandler),,func_826_a,handlePreChunk,,,,,,,,,,,,
lb (NetHandler),,func_827_a,handleEntity,,,,,,,,,,,,
lb (NetHandler),,func_828_a,handleMobSpawn,,,,,,,,,,,,
lb (NetHandler),,func_829_a,handleEntityTeleport,,,,,,,,,,,,
lb (NetHandler),,func_830_a,handleAddToInventory,,,,,,,,,,,,
lb (NetHandler),,func_832_a,handlePickupSpawn,,,,,,,,,,,,
lb (NetHandler),,func_833_a,handleMapChunk,,,,,,,,,,,,
lb (NetHandler),,func_834_a,handleCollect,,,,,,,,,,,,
lb (NetHandler),,func_835_a,handleVehicleSpawn,,,,,,,,,,,,
lb (NetHandler),,func_836_a,handleUnexpected,,,,,,,,,,,,
lb (NetHandler),,func_837_a,handleFlying,,,,,,,,,,,,
lb (NetHandler),,func_838_a,handleHandshake,,,,,,,,,,,,
lb (NetHandler),,func_839_a,handleDestroyEntity,,,,,,,,,,,,
lb (NetHandler),,func_841_a,handleBlockItemSwitch,,,,,,,,,,,,
lb (NetHandler),,func_842_a,handleComplexEntity,,,,,,,,,,,,
lb (NetHandler),,func_843_a,handlePlayerInventory,,,,,,,,,,,,
lb (NetHandler),,func_844_a,handleKickDisconnect,,,,,,,,,,,,
lb (NetHandler),,func_845_a,handleSpawnPosition,,,,,,,,,,,,
lb (NetHandler),,func_846_a,handleUpdateTime,,,,,,,,,,,,
NetClientHandler,,func_847_a,addToSendQueue,Adds the packet to the send queue,DUPLICATE,DUPLICATE,,,,,,,,,
NetClientHandler,,func_848_a,processReadPackets,Processes the packets that have been read since the last call to this function.,DUPLICATE,DUPLICATE,,,,,,,,,
NetClientHandler,,func_849_b,disconnect,Disconnects the network connection.,,,,,,,,,,,
ModelZombie,,func_863_a,setRotationAngles,Sets the models various rotation angles.,,,,,,,,,,,
ModelBoat,,func_864_b,render,Sets the models various rotation angles then renders the model.,,,,,,,,,,,
kd (FontRenderer),,func_871_a,getStringWidth,Returns the width of this string. Equivalent of FontMetrics.stringWidth(String s).,,,,,,,,,,,
kd (FontRenderer),,func_872_a,renderString,The actual rendering takes place here.,,,,,,,,,,,
kd (FontRenderer),,func_873_b,drawString,Draws the specified string.,,,,,,,,,,,
kd (FontRenderer),,func_874_a,drawStringWithShadow,Draws the specified string with a drop shadow.,,,,,,,,,,,
Material,,func_876_e,getBurning,Returns if the block can burn or not.,,,,,,,,,,,
Material,,func_879_d,getIsLiquid,Returns if blocks of these materials are liquids.,,,,,,,,,,,
MaterialLogic,,func_881_b,getCanBlockGrass,Will prevent grass from growing on dirt underneath and kill any grass below it if it returns true,,,,,,,,,,,
ItemRenderer,,func_890_d,renderFireInFirstPerson,Renders the fire on the screen for first person mode. Arg: partialTickTime,DUPLICATE,DUPLICATE,,,,,,,,,
ItemRenderer,,func_892_c,renderWarpedTextureOverlay,Renders a texture that warps around based on the direction the player is looking. Texture needs to be bound before being called. Used for the water overlay. Args: parialTickTime,DUPLICATE,DUPLICATE,,,,,,,,,
ItemRenderer,,func_893_b,renderOverlays,Renders all the overlays that are in first person mode. Args: partialTickTime,DUPLICATE,DUPLICATE,,,,,,,,,
ItemRenderer,,func_898_a,renderInsideOfBlock,"Renders the texture of the block the player is inside as an overlay. Args: partialTickTime, blockTextureIndex",DUPLICATE,DUPLICATE,,,,,,,,,
NextTickListEntry,,func_899_a,comparer,Compares this tick entry to another tick entry for sorting purposes. Compared first based on the scheduled time and second based on tickEntryID.,,,,,,,,,,,
jf (NextTickListEntry),,func_900_a,setScheduledTime,Sets the scheduled time for this tick entry,,,,,,,,,,,
ScaledResolution,,func_902_b,getScaledHeight,*,,,,,,,,,,,
ScaledResolution,,func_903_a,getScaledWidth,*,,,,,,,,,,,
Timer,,func_904_a,updateTimer,Updates all fields of the Timer using the current time,DUPLICATE,DUPLICATE,,,,,,,,,
EntityRenderer,,func_920_e,hurtCameraEffect,*,,,,,,,,,,,
ModelRenderer,,func_922_a,render,*,,,,,,,,,,,
ModelRenderer,,func_923_a,entityLimbDefine,"Takes seven arguements for X, Y, Z positioning, width, length, height, and a size multiplier and creates an entity limb.",DUPLICATE,DUPLICATE,,,,,,,,,
ModelRenderer,,func_924_c,compileDisplayList,Compiles a GL display list for this model,,,,,,,,,,,
ModelRenderer,,func_925_a,setPosition,*,,,,,,,,,,,
BlockRedstoneTorch,,func_9270_h,isAttachedBlockProvidingPower,Check if the block this torch is attached to is powering it (i.e. turning it off),,,,,,,,,,,
TileEntitySpecialRenderer,,func_928_a,setTileEntityRenderer,Associate a TileEntityRenderer with this TileEntitySpecialRenderer,,DUPLICATE,,,,,,,,,
TileEntityMobSpawnerRenderer,,func_930_a,renderTileEntityAt,*,,DUPLICATE,,,,,,,,,
TileEntitySignRenderer,,func_932_a,renderTileEntitySignAt,*,,DUPLICATE,,,,,,,,,
RenderGlobal,,func_933_a,playRecord,"Plays the specified record. Arg: recordName, x, y, z",,,,,,,,,,,
EntityPlayerSP,,func_9372_a_,setHealth,Updates health locally.,,,,,,,,,,,
EntityClientPlayerMP,,func_9375_Q,sendInventoryChanged,Send a inventory changed message to the server if the current inventory has been modified.,,,,,,,,,,,
RenderGlobal,,func_938_b,releaseEntitySkin,Decrement the reference counter for this entity's skin image data,,DUPLICATE,,,,,,,,,
RenderGlobal,,func_939_a,spawnParticle,"Spawns a particle. Arg: particleType, x, y, z, velX, velY, velZ",,,,,,,,,,,
RenderGlobal,,func_940_a,playSound,"Plays the specified sound. Arg: x, y, z, soundName, unknown1, unknown2",,,,,,,,,,,
RenderGlobal,,func_941_a,obtainEntitySkin,Start the skin for this entity downloading,if necessary,DUPLICATE,,,,,,,,,
RenderGlobal,,func_942_a,drawOutlinedBoundingBox,Draws lines for the edges of the bounding box.,,,,,,,,,,,
NetClientHandler,,func_9446_a,handleHealth,Recieves player health from the server and then proceeds to set it locally on the client.,,,,,,,,,,,
RenderGlobal,,func_955_b,drawSelectionBox,"Draws the selection box for the player. Args: entityPlayer, rayTraceHit, i, itemStack, partialTickTime",,,,,,,,,,,
NetworkManager,,func_963_f,getWriteThread,Returns the write thread.,,,,,,,,,,,
NetworkManager,,func_964_b,sendPacket,"Sends a data packet if there is one to send, or sends a chunk data packet if there is one and the counter is up, or does nothing. If it sends a packet, it sleeps for 10ms.",,,,,,,,,,,
NetworkManager,,func_965_d,sendNetworkPacket,Static accessor to sendPacket.,,,,,,,,,,,
NetworkManager,,func_966_c,readNetworkPacket,Static accessor to readPacket.,,,,,,,,,,,
NetworkManager,,func_967_a,processReadPackets,Checks timeouts and processes all pending read packets.,,,,,,,,,,,
NetworkManager,,func_968_b,isServerTerminating,Is the server terminating? Client side aways returns false.,,,,,,,,,,,
NetworkManager,,func_969_e,getReadThread,Returns the read thread.,,,,,,,,,,,
NetworkManager,,func_970_a,onNetworkError,Used to report network errors and causes a network shutdown.,,,,,,,,,,,
NetworkManager,,func_971_a,isRunning,Whether the network is operational.,,,,,,,,,,,
NetworkManager,,func_972_a,addToSendQueue,Adds the packet to the correct send queue (chunk data packets go to a separate queue).,,,,,,,,,,,
NetworkManager,,func_973_c,readPacket,"Reads a single packet from the input stream and adds it to the read queue. If no packet is read, it shuts down the network.",,,,,,,,,,,
NetworkManager,,func_974_a,networkShutdown,"Shuts down the network with the specified reason. Closes all streams and sockets, spawns NetworkMasterThread to stop reading and writing threads.",,,,,,,,,,,
Tessellator,,func_977_b,startDrawingQuads,Sets draw mode in the tessellator to draw quads.,,,,,,,,,,,
Tessellator,,func_978_a,setColorRGBA,Sets the RGBA values for the color. Also clamps them to 0-255.,,,,,,,,,,,
Tessellator,,func_979_a,setColorOpaque,"Sets the RGB values as specified, and sets alpha to opaque.",,,,,,,,,,,
Tessellator,,func_980_b,setNormal,Sets the normal for the current draw call.,,,,,,,,,,,
Tessellator,,func_981_a,setTextureUV,Sets the texture coordinates.,,,,,,,,,,,
Tessellator,,func_982_a,draw,Draws the data set up in this tessellator and resets the state to prepare for new drawing.,,,,,,,,,,,
Tessellator,,func_983_a,addVertexWithUV,"Adds a vertex specifying both x,y,z and the texture u,v for it.",,,,,,,,,,,
Tessellator,,func_984_b,setTranslationD,Sets the translation for all vertices in the current draw call. (D suffix indicates double parameters),,,,,,,,,,,
Tessellator,,func_985_d,reset,Clears the tessellator state in preparation for new drawing.,,,,,,,,,,,
Tessellator,,func_986_a,setColorRGBA_F,"Sets the RGBA values for the color, converting from floats between 0 and 1 to integers from 0-255.",,,,,,,,,,,
Tessellator,,func_987_a,setColorOpaque_F,"Sets the RGB values as specified, converting from floats between 0 and 1 to integers from 0-255.",,,,,,,,,,,
Tessellator,,func_988_c,setTranslationF,Sets the translation for all vertices in the current draw call. (F suffix indicates float parameters),,,,,,,,,,,
Tessellator,,func_989_c,disableColor,Disables colors for the current draw call.,,,,,,,,,,,
Tessellator,,func_990_b,setColorOpaque_I,Sets the color to the given opaque value (stored as byte values packed in an integer).,,,,,,,,,,,
Tessellator,,func_991_a,addVertex,"Adds a vertex with the specified x,y,z to the current draw call. It will trigger a draw() if the buffer gets full.",,,,,,,,,,,
Tessellator,,func_992_a,startDrawing,Resets tessellator state and prepares for drawing (with the specified draw mode).,,,,,,,,,,,
Chunk,,func_994_a,getEntitiesWithinAABBForEntity,"Fills the given list of all entities that intersect within the given bounding box that aren't the passed entity Args: entity, aabb, listToFill",,,,,,,,,,,
Chunk,,func_995_d,onChunkLoad,Called when this Chunk is loaded by the ChunkProvider,,DUPLICATE,,,,,,,,,
Chunk,,func_998_e,onChunkUnload,Called when this Chunk is unloaded by the ChunkProvider,,DUPLICATE,,,,,,,,,
Chunk,,func_999_b,getHeightValue,"Returns the value in the height map at this x, z coordinate in the chunk",,,,,,,,,,,
